nombre_de_usuario,genero,edad,pais,tipo_de_subscripcion,tiempo_de_escucha,canciones_escuchadas_por_dia,omision,tipo_de_dispositivo,anuncios_escuchados_por_semana,escucha_sin_conexion,cancelado
4515,femenino,46,india,pago,182,20,0.47,computador,0,1,0
4516,otro,23,india,gratis,27,95,0.4,celular,47,0,0
4517,otro,19,australia,familiar,51,76,0.04,computador,0,1,0
4518,masculino,33,estados unidos,pago,149,36,0.32,celular,0,1,0
4519,otro,38,francia,gratis,271,7,0.12,computador,0,0,0
4520,masculino,16,pakistan,pago,289,42,0.15,celular,0,1,0
4521,otro,28,australia,estudiante,293,40,0.25,celular,0,1,0
4522,masculino,58,estados unidos,gratis,257,56,0.25,celular,24,0,0
4523,otro,52,india,gratis,63,99,0.34,computador,0,0,0
4524,otro,58,alemania,gratis,22,74,0.25,celular,20,0,0
4525,masculino,57,pakistan,gratis,230,65,0.49,computador,15,0,0
4526,otro,18,pakistan,pago,155,79,0.32,celular,0,1,0
4527,masculino,42,australia,familiar,193,24,0.56,web,0,1,0
4528,femenino,32,canada,familiar,65,88,0.06,web,0,1,0
4529,masculino,40,francia,familiar,29,20,0.57,web,0,1,0
4530,masculino,53,india,familiar,265,14,0.39,celular,0,1,0
4531,masculino,25,india,pago,43,6,0.09,computador,0,1,1
4532,femenino,38,reino unido,estudiante,98,33,0.13,web,0,1,0
4533,masculino,40,canada,gratis,86,18,0.31,celular,48,0,0
4534,otro,25,pakistan,estudiante,34,91,0.11,computador,0,1,0
4535,otro,49,australia,estudiante,154,42,0.32,computador,0,1,0
4536,femenino,28,alemania,gratis,255,68,0.1,celular,45,0,1
4537,otro,59,canada,familiar,38,30,0.15,web,0,1,0
4538,otro,51,estados unidos,pago,209,12,0.27,computador,0,1,0
4540,otro,19,reino unido,familiar,65,14,0.07,celular,0,1,0
4541,masculino,38,alemania,gratis,154,55,0.52,web,7,0,0
4543,femenino,17,reino unido,gratis,204,6,0.34,web,44,0,0
4544,femenino,38,francia,gratis,42,31,0.51,celular,15,0,0
4545,masculino,35,india,familiar,194,76,0.12,computador,0,1,0
4547,otro,37,alemania,pago,22,91,0.3,computador,0,1,0
4548,otro,42,alemania,familiar,74,97,0.02,computador,0,1,0
4549,masculino,26,reino unido,gratis,233,69,0.42,computador,16,0,0
4550,masculino,24,canada,gratis,88,72,0.3,web,41,0,0
4551,masculino,45,australia,pago,52,74,0.54,computador,0,1,1
4552,femenino,23,francia,estudiante,232,30,0.52,celular,0,1,0
4553,otro,38,india,estudiante,221,72,0.3,computador,0,1,0
4554,otro,39,reino unido,pago,239,39,0.1,celular,0,1,0
4555,otro,49,alemania,familiar,105,99,0.01,web,0,1,0
4556,otro,20,india,familiar,186,26,0.41,computador,0,1,0
4557,femenino,38,canada,pago,205,86,0.21,celular,0,1,0
4558,otro,38,francia,pago,249,96,0.19,computador,0,1,1
4559,femenino,23,reino unido,familiar,242,50,0.34,celular,0,1,0
4560,femenino,54,francia,familiar,108,65,0.26,web,0,1,0
4561,masculino,19,alemania,estudiante,179,50,0.19,computador,0,1,0
4562,femenino,32,pakistan,pago,106,94,0.07,computador,0,1,0
4563,otro,31,francia,estudiante,11,61,0.0,web,0,1,0
4564,masculino,32,francia,familiar,116,77,0.57,celular,0,1,0
4565,otro,29,reino unido,pago,42,51,0.6,celular,0,1,0
4566,masculino,36,reino unido,pago,192,45,0.34,web,37,0,1
4567,femenino,30,reino unido,familiar,96,10,0.39,computador,0,1,0
4568,otro,51,alemania,pago,279,13,0.22,web,0,1,1
4569,otro,23,estados unidos,familiar,105,15,0.49,computador,0,1,1
4570,otro,55,pakistan,familiar,204,50,0.12,computador,0,1,0
4571,masculino,48,pakistan,familiar,174,99,0.39,web,0,1,0
4572,otro,19,australia,pago,125,95,0.57,computador,0,1,1
4573,otro,44,francia,gratis,241,42,0.19,celular,33,0,1
4574,masculino,59,alemania,familiar,154,21,0.54,computador,0,1,0
4575,femenino,39,canada,gratis,68,43,0.1,celular,5,0,1
4576,masculino,59,francia,pago,154,79,0.31,celular,0,1,1
4577,otro,45,australia,familiar,61,95,0.29,web,0,1,1
4578,masculino,39,canada,estudiante,112,53,0.27,celular,0,1,0
4579,otro,31,estados unidos,pago,103,44,0.52,computador,0,1,0
4580,femenino,51,pakistan,estudiante,126,22,0.58,celular,0,1,0
4581,masculino,38,reino unido,pago,276,22,0.18,celular,0,1,0
4582,femenino,58,alemania,pago,225,82,0.06,computador,0,1,0
4583,femenino,35,reino unido,gratis,154,82,0.59,computador,7,0,1
4584,otro,45,estados unidos,gratis,181,87,0.57,celular,40,0,0
4585,otro,44,india,estudiante,255,74,0.43,computador,0,1,0
4586,femenino,20,estados unidos,pago,112,45,0.55,web,0,1,0
4587,femenino,48,australia,gratis,29,99,0.4,computador,20,0,0
4588,femenino,50,francia,pago,129,25,0.34,celular,0,1,0
4589,otro,48,estados unidos,gratis,107,6,0.06,web,45,0,0
4590,femenino,46,australia,pago,281,72,0.11,web,0,1,1
4591,otro,23,alemania,familiar,28,87,0.39,computador,0,1,0
4592,masculino,40,alemania,estudiante,132,39,0.09,computador,0,1,0
4593,masculino,27,estados unidos,pago,274,17,0.24,computador,0,1,1
4594,otro,36,francia,familiar,205,60,0.43,celular,0,1,0
4595,masculino,56,reino unido,estudiante,190,94,0.44,web,0,1,0
4596,masculino,43,pakistan,familiar,163,36,0.28,computador,0,1,0
4597,otro,18,alemania,estudiante,143,93,0.59,computador,0,1,0
4598,masculino,23,reino unido,gratis,20,90,0.01,web,44,0,1
4599,masculino,55,francia,pago,154,75,0.54,web,0,1,0
4600,femenino,44,alemania,familiar,59,6,0.57,computador,0,1,1
4601,masculino,42,australia,familiar,172,28,0.56,celular,0,1,0
4602,femenino,17,francia,estudiante,206,61,0.1,celular,0,1,1
4603,otro,36,india,pago,226,24,0.08,computador,0,1,1
4604,femenino,44,francia,familiar,41,46,0.25,celular,0,1,0
4605,masculino,20,australia,estudiante,215,71,0.56,celular,0,1,0
4606,otro,55,reino unido,estudiante,108,66,0.35,web,0,1,0
4607,otro,28,pakistan,gratis,108,68,0.0,computador,21,0,1
4608,femenino,35,francia,pago,283,39,0.12,celular,0,1,0
4609,masculino,30,estados unidos,familiar,36,6,0.06,web,0,1,1
4610,femenino,59,pakistan,estudiante,276,23,0.45,computador,0,1,1
4611,masculino,47,francia,pago,73,50,0.42,computador,0,1,0
4612,otro,46,francia,gratis,10,41,0.52,computador,20,0,1
4613,masculino,37,pakistan,familiar,110,38,0.57,web,0,1,1
4614,femenino,38,estados unidos,familiar,177,83,0.45,computador,0,1,0
4615,otro,23,alemania,pago,155,88,0.34,web,0,0,0
4616,femenino,54,reino unido,gratis,33,61,0.59,computador,29,0,1
4617,femenino,38,canada,gratis,121,19,0.24,web,46,0,0
4618,masculino,53,india,familiar,205,60,0.37,computador,0,1,0
4619,femenino,29,francia,gratis,114,32,0.1,web,12,0,0
4620,otro,33,australia,familiar,50,79,0.14,computador,0,1,1
4621,masculino,58,reino unido,pago,145,15,0.32,web,0,1,0
4622,femenino,47,australia,estudiante,137,50,0.1,celular,0,1,0
4623,masculino,22,pakistan,familiar,265,30,0.36,celular,0,1,0
4624,otro,38,canada,gratis,106,30,0.47,computador,35,0,0
4625,otro,40,alemania,pago,176,16,0.18,web,0,1,0
4627,femenino,35,australia,estudiante,161,95,0.53,web,0,1,0
4628,masculino,51,estados unidos,pago,85,90,0.33,web,0,1,1
4629,femenino,43,australia,pago,216,55,0.5,celular,0,1,0
4630,masculino,21,estados unidos,estudiante,40,99,0.51,computador,0,1,1
4631,otro,53,india,estudiante,270,7,0.41,computador,0,1,0
4632,masculino,57,australia,estudiante,237,50,0.56,celular,0,1,0
4633,masculino,27,canada,gratis,61,50,0.11,web,13,0,0
4634,femenino,34,canada,estudiante,189,94,0.29,celular,0,1,0
4635,masculino,47,india,gratis,287,80,0.43,web,24,0,1
4636,masculino,38,estados unidos,estudiante,107,80,0.5,computador,0,1,0
4637,masculino,21,india,gratis,121,15,0.01,web,17,0,0
4638,masculino,17,canada,pago,264,61,0.51,computador,0,1,0
4639,masculino,52,reino unido,gratis,154,43,0.41,computador,43,0,0
4640,masculino,31,australia,gratis,159,52,0.0,celular,41,0,1
4641,otro,28,australia,gratis,26,50,0.47,computador,35,1,0
4642,femenino,21,reino unido,familiar,40,61,0.34,computador,0,1,0
4643,femenino,52,pakistan,familiar,64,85,0.17,celular,0,1,0
4644,otro,22,india,estudiante,241,40,0.31,celular,0,1,1
4645,femenino,50,estados unidos,pago,289,16,0.31,computador,0,1,0
4646,otro,23,india,familiar,292,74,0.35,computador,0,1,0
4647,otro,36,reino unido,pago,226,2,0.13,celular,0,1,1
4648,otro,46,india,gratis,238,29,0.45,computador,26,0,0
4649,femenino,51,pakistan,estudiante,128,40,0.41,computador,0,1,0
4650,masculino,50,francia,gratis,184,30,0.01,web,39,0,0
4651,femenino,33,australia,estudiante,66,53,0.03,web,0,1,0
4652,masculino,28,india,estudiante,53,8,0.53,web,0,1,0
4653,masculino,44,alemania,estudiante,180,39,0.51,celular,0,1,1
4654,femenino,37,francia,pago,110,1,0.05,computador,0,1,0
4655,otro,31,reino unido,familiar,212,24,0.44,celular,0,1,0
4656,otro,49,reino unido,gratis,78,22,0.48,celular,48,0,1
4657,otro,16,estados unidos,gratis,278,77,0.47,computador,32,0,0
4658,otro,31,francia,gratis,170,16,0.16,celular,45,0,1
4659,masculino,44,canada,estudiante,210,29,0.29,computador,0,1,0
4660,masculino,48,reino unido,pago,99,12,0.57,computador,0,1,0
4661,masculino,53,alemania,pago,65,47,0.43,computador,0,1,0
4662,otro,48,estados unidos,estudiante,138,38,0.59,computador,0,1,0
4663,femenino,47,india,pago,47,71,0.43,computador,0,1,0
4664,masculino,18,francia,familiar,152,57,0.38,web,0,1,0
4665,femenino,48,canada,familiar,96,86,0.32,celular,0,1,0
4666,femenino,22,india,familiar,261,32,0.31,web,0,1,0
4667,masculino,35,reino unido,estudiante,156,63,0.45,computador,0,1,0
4669,femenino,31,francia,pago,246,92,0.3,web,0,1,0
4670,femenino,38,australia,estudiante,243,79,0.36,computador,0,1,1
4671,masculino,37,alemania,gratis,218,76,0.44,computador,46,0,1
4672,masculino,24,australia,familiar,68,27,0.54,web,0,1,0
4673,otro,19,australia,familiar,16,48,0.45,computador,0,1,0
4674,otro,38,alemania,estudiante,89,86,0.12,web,0,1,0
4675,otro,44,francia,gratis,11,82,0.37,celular,36,0,1
4676,otro,48,australia,familiar,154,93,0.15,web,0,1,0
4677,femenino,56,estados unidos,gratis,225,53,0.27,computador,47,0,0
4678,otro,30,canada,estudiante,21,67,0.37,web,0,1,0
4679,masculino,17,alemania,estudiante,164,18,0.13,celular,0,1,0
4680,femenino,28,francia,gratis,240,28,0.22,web,0,0,0
4681,otro,32,estados unidos,familiar,58,97,0.27,celular,0,1,1
4682,otro,24,india,familiar,243,64,0.1,computador,0,1,0
4683,otro,26,reino unido,estudiante,133,91,0.14,computador,0,1,1
4684,masculino,22,australia,familiar,201,43,0.11,computador,0,1,0
4685,otro,27,alemania,pago,291,11,0.51,web,0,1,1
4686,masculino,38,reino unido,pago,291,18,0.55,celular,0,1,0
4687,masculino,37,alemania,estudiante,96,23,0.36,celular,0,1,0
4688,masculino,49,francia,familiar,34,93,0.37,celular,0,1,0
4689,masculino,38,estados unidos,estudiante,33,52,0.43,web,0,1,1
4690,femenino,45,australia,estudiante,166,59,0.56,computador,0,1,0
4691,otro,58,francia,familiar,297,56,0.53,computador,0,1,1
4692,otro,35,estados unidos,pago,204,40,0.17,celular,0,1,0
4693,masculino,36,francia,pago,182,81,0.26,computador,0,1,0
4694,femenino,33,india,familiar,102,18,0.09,web,0,1,0
4695,masculino,28,australia,pago,119,25,0.52,celular,0,1,0
4696,masculino,32,india,familiar,274,62,0.51,celular,0,1,1
4697,masculino,34,india,familiar,177,11,0.34,web,0,1,0
4698,otro,20,francia,familiar,163,96,0.11,celular,0,1,0
4699,otro,58,reino unido,pago,103,54,0.28,celular,0,1,1
4701,femenino,33,estados unidos,pago,266,45,0.39,celular,0,1,1
4702,otro,34,australia,familiar,29,43,0.53,web,0,1,0
4703,masculino,20,india,gratis,266,36,0.46,computador,34,0,0
4704,femenino,38,pakistan,gratis,172,58,0.45,computador,12,0,0
4705,masculino,28,pakistan,familiar,33,28,0.18,web,0,1,1
4706,otro,32,francia,gratis,110,50,0.01,celular,13,0,0
4707,masculino,48,canada,pago,69,79,0.45,web,0,1,0
4708,masculino,49,alemania,gratis,191,48,0.03,celular,36,0,1
4709,masculino,38,australia,pago,229,96,0.35,computador,0,1,0
4710,otro,21,australia,pago,286,5,0.31,celular,0,1,0
4711,femenino,38,alemania,familiar,158,89,0.26,computador,0,1,0
4712,masculino,55,australia,estudiante,154,64,auto%#,web,0,1,1
4713,otro,48,estados unidos,estudiante,102,51,0.36,web,0,1,0
4714,masculino,17,estados unidos,estudiante,227,41,0.47,computador,0,1,0
4715,femenino,36,reino unido,pago,40,37,0.52,celular,0,1,0
4717,otro,48,francia,estudiante,251,11,0.24,computador,0,1,0
4718,femenino,20,india,pago,174,70,0.32,celular,0,1,0
4719,otro,49,india,gratis,23,7,0.43,celular,40,0,0
4720,femenino,22,francia,estudiante,280,10,0.32,computador,0,1,0
4721,otro,54,francia,pago,242,23,0.15,computador,0,1,0
4722,femenino,38,australia,pago,28,33,0.23,web,0,1,1
4723,masculino,25,alemania,familiar,173,71,0.38,computador,0,1,0
4724,femenino,36,australia,familiar,108,57,0.34,computador,0,1,0
4725,femenino,32,australia,gratis,161,20,0.01,computador,16,0,0
4726,otro,33,australia,pago,204,88,0.13,computador,0,1,0
4727,otro,58,estados unidos,familiar,208,68,0.19,computador,0,1,1
4728,masculino,32,alemania,estudiante,157,43,0.26,web,0,1,0
4729,masculino,41,francia,estudiante,273,57,0.34,computador,0,1,1
4730,femenino,39,francia,gratis,251,3,0.27,computador,0,0,1
4731,femenino,29,estados unidos,pago,215,38,0.55,web,0,1,1
4732,femenino,42,francia,pago,206,47,0.35,web,0,1,0
4733,masculino,56,francia,estudiante,162,29,0.32,web,0,1,1
4734,femenino,29,alemania,gratis,254,30,0.4,celular,0,0,0
4735,otro,48,francia,pago,171,56,0.41,web,20,0,0
4736,otro,24,reino unido,pago,131,38,0.27,celular,0,1,0
4737,otro,44,australia,pago,250,21,0.48,computador,0,1,0
4738,masculino,21,francia,gratis,37,55,0.29,web,36,0,0
4740,femenino,25,estados unidos,familiar,123,50,0.2,computador,0,1,1
4741,masculino,56,estados unidos,pago,294,99,0.34,computador,0,1,0
4742,otro,46,pakistan,estudiante,150,77,0.5,celular,0,1,0
4743,masculino,47,francia,familiar,248,23,0.35,computador,0,1,0
4744,femenino,18,estados unidos,pago,221,99,0.15,web,0,1,0
4745,femenino,21,alemania,gratis,167,48,0.21,web,32,0,0
4746,masculino,56,francia,gratis,242,85,0.1,celular,21,0,0
4747,femenino,56,canada,estudiante,295,26,0.53,celular,0,1,0
4748,masculino,38,francia,pago,282,21,0.02,web,0,1,0
4749,femenino,48,australia,gratis,31,46,0.08,web,47,0,1
4750,femenino,59,pakistan,estudiante,71,45,0.22,web,0,1,0
4751,femenino,37,australia,estudiante,10,90,0.09,computador,0,1,0
4752,femenino,44,pakistan,pago,269,9,0.44,celular,0,1,0
4753,otro,20,estados unidos,pago,105,80,0.4,computador,0,1,0
4754,otro,50,alemania,estudiante,98,4,0.52,celular,0,1,0
4755,femenino,22,reino unido,gratis,97,62,auto%#,web,45,0,1
4756,masculino,38,canada,gratis,52,43,0.04,computador,48,0,0
4757,femenino,37,pakistan,gratis,154,23,0.56,web,21,0,0
4758,femenino,48,alemania,gratis,44,50,0.5,computador,26,0,0
4759,masculino,22,australia,gratis,180,23,0.0,celular,9,0,0
4760,femenino,58,canada,gratis,255,90,0.0,celular,8,0,0
4761,masculino,32,india,familiar,154,25,0.02,web,0,1,1
4762,masculino,21,francia,estudiante,131,55,0.21,web,0,1,0
4763,otro,28,australia,familiar,98,25,0.59,computador,0,1,1
4764,masculino,46,india,gratis,116,10,0.54,celular,20,0,1
4765,otro,43,australia,estudiante,256,4,0.42,computador,0,1,0
4766,masculino,22,canada,familiar,169,41,0.47,celular,0,1,0
4767,masculino,58,india,estudiante,154,12,0.51,celular,0,1,1
4768,otro,16,alemania,familiar,110,24,0.45,celular,0,1,0
4769,femenino,55,australia,estudiante,178,86,0.24,web,0,1,0
4770,otro,47,australia,gratis,104,39,0.21,computador,13,0,0
4771,masculino,31,francia,estudiante,79,57,0.47,web,0,1,0
4772,femenino,58,pakistan,familiar,70,54,0.1,celular,0,1,1
4773,femenino,44,alemania,familiar,199,90,0.53,computador,0,1,0
4774,femenino,37,pakistan,estudiante,262,30,0.42,computador,0,1,0
4775,masculino,23,alemania,estudiante,294,27,0.37,computador,0,1,1
4776,femenino,50,canada,gratis,74,80,0.59,computador,25,0,0
4777,otro,47,india,familiar,45,95,0.43,web,0,1,0
4778,masculino,50,australia,pago,131,27,0.57,web,0,1,0
4779,femenino,43,pakistan,pago,165,14,0.06,computador,0,1,1
4780,otro,46,india,familiar,27,26,0.22,computador,0,1,0
4781,masculino,36,francia,pago,199,97,0.52,computador,0,1,0
4782,masculino,41,pakistan,estudiante,107,59,0.4,computador,0,1,0
4783,femenino,39,canada,estudiante,49,84,0.3,web,0,1,0
4784,masculino,50,pakistan,pago,265,77,0.44,celular,0,1,0
4785,femenino,22,estados unidos,estudiante,106,76,0.07,computador,0,1,0
4786,otro,49,estados unidos,estudiante,103,34,0.18,computador,0,1,0
4787,otro,59,india,gratis,224,92,0.36,web,10,0,0
4788,femenino,57,alemania,familiar,154,42,0.32,computador,0,1,0
4789,masculino,34,australia,gratis,17,82,0.48,computador,19,0,0
4790,otro,51,reino unido,pago,173,61,0.35,web,0,1,1
4791,otro,46,francia,pago,97,56,0.26,computador,0,1,0
4792,masculino,22,francia,gratis,162,50,0.01,celular,15,0,0
4793,otro,52,alemania,gratis,147,9,0.11,web,21,0,0
4794,femenino,38,estados unidos,estudiante,27,55,0.08,celular,0,1,0
4795,masculino,27,estados unidos,gratis,88,52,0.1,web,10,0,0
4796,masculino,38,canada,estudiante,294,55,0.31,computador,0,1,0
4797,masculino,59,australia,familiar,235,46,0.3,celular,0,1,1
4798,otro,45,australia,estudiante,296,5,0.39,celular,0,1,1
4799,otro,31,reino unido,pago,249,86,0.57,web,0,1,0
4800,masculino,22,pakistan,familiar,197,85,0.03,celular,0,1,0
4802,femenino,44,francia,gratis,46,20,0.34,computador,32,0,0
4803,femenino,59,estados unidos,estudiante,18,95,0.46,computador,0,1,0
4804,otro,34,francia,pago,105,24,0.58,celular,0,1,0
4805,masculino,28,estados unidos,estudiante,256,84,0.21,celular,0,1,0
4806,masculino,40,reino unido,gratis,253,55,0.09,web,25,0,0
4807,femenino,33,canada,gratis,27,66,0.4,computador,28,1,1
4808,otro,27,francia,estudiante,224,88,0.01,celular,0,1,0
4809,otro,56,alemania,estudiante,24,29,0.16,web,0,1,0
4810,masculino,26,estados unidos,gratis,102,2,0.04,computador,19,0,0
4811,femenino,54,australia,pago,231,41,0.15,celular,0,1,0
4812,femenino,32,australia,familiar,275,95,0.1,web,0,1,0
4813,femenino,26,pakistan,gratis,70,7,0.5,computador,30,0,0
4814,masculino,45,australia,gratis,247,79,0.06,web,13,0,0
4815,femenino,58,canada,gratis,290,49,0.14,celular,44,0,1
4816,masculino,32,pakistan,familiar,50,80,0.07,computador,0,1,0
4817,masculino,40,francia,familiar,50,39,0.2,celular,0,1,0
4818,otro,44,alemania,estudiante,254,50,0.04,web,0,1,1
4820,otro,29,australia,gratis,262,28,0.4,computador,9,0,0
4822,femenino,24,reino unido,familiar,36,47,0.08,computador,0,1,0
4823,masculino,59,australia,estudiante,207,9,0.06,celular,0,1,0
4824,otro,21,canada,gratis,281,84,0.34,celular,5,0,0
4825,femenino,17,francia,estudiante,50,19,0.32,computador,0,1,0
4826,masculino,42,reino unido,estudiante,80,71,0.34,computador,0,1,1
4827,femenino,24,india,pago,17,88,0.0,computador,0,1,0
4828,masculino,28,pakistan,familiar,267,64,auto%#,computador,0,1,1
4829,femenino,26,francia,familiar,126,41,0.2,celular,0,1,0
4830,masculino,50,india,gratis,53,5,0.36,celular,11,0,0
4831,masculino,21,estados unidos,gratis,113,70,0.34,web,9,0,0
4832,otro,51,pakistan,estudiante,165,43,0.39,web,0,1,1
4833,masculino,30,australia,pago,43,99,0.51,web,0,1,0
4834,masculino,48,estados unidos,familiar,243,65,0.23,web,0,1,0
4835,femenino,19,reino unido,pago,192,79,0.22,web,0,1,0
4836,otro,53,australia,estudiante,151,22,0.54,celular,0,1,1
4837,masculino,30,reino unido,familiar,23,55,0.12,celular,0,1,0
4838,femenino,16,francia,familiar,188,95,0.25,computador,0,1,0
4839,masculino,39,francia,pago,125,43,0.42,celular,0,1,1
4840,otro,51,australia,pago,264,94,0.49,celular,0,1,1
4841,masculino,33,canada,gratis,253,67,0.54,celular,34,1,0
4842,masculino,34,francia,estudiante,48,87,0.04,web,0,1,0
4843,masculino,41,canada,familiar,17,95,0.23,computador,0,1,0
4844,otro,57,estados unidos,estudiante,76,92,0.51,celular,0,1,0
4846,masculino,38,india,pago,98,36,0.29,computador,0,1,0
4847,otro,26,australia,gratis,229,61,0.34,computador,15,0,0
4848,otro,17,alemania,familiar,296,80,0.02,celular,0,1,0
4849,femenino,26,canada,familiar,235,51,0.08,celular,0,1,0
4850,masculino,45,india,pago,49,96,0.14,computador,0,1,1
4851,femenino,49,india,estudiante,221,82,0.59,celular,0,1,1
4852,masculino,48,alemania,familiar,103,80,0.24,computador,0,1,0
4853,masculino,38,alemania,pago,72,11,0.46,web,0,1,1
4854,otro,23,india,gratis,256,3,0.38,celular,11,0,0
4855,femenino,45,india,familiar,18,79,0.3,celular,0,1,0
4856,otro,58,india,estudiante,204,98,0.09,web,0,1,0
4857,masculino,28,canada,pago,22,59,0.22,web,0,1,0
4858,masculino,48,reino unido,familiar,68,35,0.34,web,0,1,0
4859,masculino,18,estados unidos,estudiante,23,58,0.5,computador,0,1,0
4860,masculino,47,reino unido,gratis,75,72,0.0,computador,38,0,0
4861,femenino,48,australia,familiar,131,45,0.29,web,0,1,0
4862,masculino,22,estados unidos,estudiante,42,78,0.26,web,0,1,0
4863,masculino,38,australia,pago,96,90,0.07,computador,0,1,0
4864,masculino,24,estados unidos,gratis,114,88,0.35,computador,33,0,0
4865,femenino,26,pakistan,estudiante,12,97,0.14,web,0,1,1
4866,otro,40,estados unidos,pago,295,82,0.41,web,0,1,1
4867,masculino,53,australia,familiar,79,25,0.39,computador,0,1,0
4868,masculino,21,reino unido,gratis,41,32,0.46,computador,44,0,0
4869,masculino,39,estados unidos,familiar,273,10,0.53,web,0,1,0
4870,femenino,52,pakistan,familiar,241,20,0.0,celular,0,1,0
4871,masculino,40,reino unido,familiar,242,18,0.37,computador,0,1,0
4872,otro,52,pakistan,gratis,149,6,0.39,web,47,0,0
4873,otro,17,canada,familiar,232,88,0.22,computador,0,1,0
4874,otro,19,canada,familiar,286,67,0.16,computador,0,1,0
4875,femenino,38,canada,familiar,12,98,0.22,computador,0,1,0
4876,otro,46,estados unidos,familiar,231,72,0.25,computador,0,1,0
4877,masculino,29,estados unidos,pago,154,30,0.34,computador,0,0,0
4878,femenino,26,australia,pago,237,33,0.16,celular,0,1,0
4879,masculino,27,india,estudiante,284,76,0.41,celular,0,1,1
4880,masculino,57,canada,pago,109,69,0.3,celular,0,1,0
4881,femenino,20,australia,pago,156,49,0.36,web,0,1,0
4882,masculino,36,alemania,estudiante,123,62,0.05,web,0,1,1
4883,otro,32,india,pago,87,48,0.07,web,0,1,0
4884,masculino,47,pakistan,familiar,59,53,0.37,web,0,1,0
4885,masculino,25,reino unido,estudiante,170,97,0.31,computador,0,1,0
4886,femenino,36,estados unidos,familiar,190,49,0.15,computador,0,1,0
4887,masculino,22,alemania,gratis,170,10,0.19,computador,16,0,0
4888,otro,58,pakistan,estudiante,71,11,0.58,web,0,1,0
4889,masculino,50,india,pago,213,16,0.49,celular,0,1,0
4890,masculino,20,australia,pago,115,74,0.12,computador,0,1,0
4891,masculino,20,reino unido,pago,99,58,0.17,computador,0,1,1
4892,masculino,53,canada,pago,14,47,0.08,computador,0,1,0
4893,femenino,22,estados unidos,estudiante,211,19,0.24,celular,0,1,1
4894,otro,58,francia,pago,17,17,0.21,celular,0,1,1
4895,masculino,28,estados unidos,familiar,122,36,0.04,web,0,1,0
4896,femenino,37,pakistan,estudiante,263,20,0.3,celular,0,1,1
4897,masculino,57,pakistan,estudiante,162,41,0.56,celular,0,1,0
4898,masculino,29,pakistan,gratis,81,90,0.29,computador,8,0,0
4899,femenino,32,alemania,gratis,223,31,0.01,computador,40,0,0
4900,masculino,37,francia,familiar,209,37,0.02,celular,0,1,0
4901,otro,17,india,familiar,90,1,0.07,computador,0,1,0
4902,otro,35,reino unido,estudiante,154,61,auto%#,computador,0,1,1
4903,femenino,52,india,familiar,117,42,0.06,computador,0,1,0
4904,masculino,50,estados unidos,pago,191,46,0.28,web,0,1,0
4905,masculino,23,francia,familiar,215,98,0.21,computador,0,1,0
4906,femenino,50,francia,gratis,239,76,0.3,web,0,0,0
4907,masculino,51,australia,gratis,37,87,0.44,web,48,0,0
4908,femenino,59,estados unidos,familiar,179,54,0.17,computador,0,1,0
4909,otro,39,alemania,estudiante,215,48,0.07,computador,0,1,1
4910,femenino,39,estados unidos,estudiante,255,8,0.42,celular,0,1,0
4911,masculino,37,francia,pago,94,76,0.58,web,0,1,0
4912,otro,42,australia,pago,280,84,0.56,celular,0,1,1
4913,otro,57,francia,gratis,186,30,0.03,web,0,0,1
4914,masculino,16,alemania,pago,66,39,0.15,computador,0,1,0
4915,femenino,52,canada,familiar,154,22,0.51,computador,0,1,1
4916,otro,41,canada,gratis,246,25,0.29,celular,21,0,0
4917,masculino,19,india,gratis,67,9,0.43,celular,10,1,1
4918,masculino,58,australia,pago,269,67,0.58,web,0,1,0
4919,masculino,21,reino unido,gratis,235,9,0.3,computador,15,0,1
4920,otro,45,canada,familiar,99,96,0.47,computador,0,1,1
4921,masculino,42,india,familiar,281,69,0.08,computador,0,1,0
4922,femenino,20,pakistan,gratis,95,67,0.25,computador,17,0,0
4923,femenino,33,estados unidos,pago,105,30,0.43,computador,0,1,1
4924,otro,42,australia,familiar,241,69,0.34,web,0,1,0
4925,masculino,49,australia,estudiante,265,31,0.56,computador,0,1,0
4926,masculino,40,estados unidos,gratis,30,4,0.16,computador,16,0,0
4927,femenino,44,canada,estudiante,77,52,0.01,computador,0,1,0
4928,otro,28,australia,estudiante,115,50,0.48,computador,0,1,0
4929,otro,48,india,pago,205,51,0.19,celular,0,1,1
4930,femenino,35,reino unido,familiar,199,33,auto%#,celular,0,1,0
4931,otro,54,alemania,familiar,200,48,0.34,celular,0,1,0
4932,masculino,38,india,pago,210,4,0.41,web,0,1,0
4933,femenino,47,estados unidos,pago,139,31,0.05,celular,44,0,1
4934,masculino,59,pakistan,familiar,248,4,0.5,computador,0,1,0
4935,otro,55,australia,gratis,41,5,0.48,computador,25,0,0
4936,otro,49,francia,estudiante,201,39,0.12,web,0,1,0
4937,femenino,35,estados unidos,gratis,47,94,0.0,web,27,0,0
4938,masculino,53,alemania,gratis,39,37,0.17,web,29,0,1
4939,otro,32,alemania,gratis,172,50,0.58,celular,10,0,0
4940,femenino,50,australia,pago,233,85,0.02,computador,0,1,0
4941,otro,41,pakistan,familiar,284,16,0.35,web,0,1,0
4942,femenino,24,reino unido,pago,205,86,0.08,celular,0,1,0
4943,otro,46,india,familiar,260,31,0.49,web,0,1,0
4944,otro,42,francia,pago,14,20,0.16,computador,0,1,0
